Date,prediction_KSP2_Close,prediction_KSP2_CD_Close,prediction_KSP2_CS_Close,prediction_KSP2_CT_Close,prediction_KSP2_EN_Close,prediction_KSP2_FN_Close,prediction_KSP2_HI_Close,prediction_KSP2_IT_Close,prediction_KSP2_MT_Close
2016-08-21,264.8237521,1873.318907,1491.459245,332.3330889,1297.518755,663.7606973,385.9691911,1588.745034,914.3759669
2016-08-28,265.923856,1878.304165,1459.505196,330.5072384,1304.126755,658.3264092,389.1518578,1652.852296,906.9375414
2016-09-04,265.0870467,1870.692486,1466.699885,324.0703337,1300.391534,657.1840461,391.2409544,1612.853325,909.0589809
2016-09-11,265.3995677,1869.277362,1465.982599,317.9430596,1305.621207,674.7332565,394.6891753,1593.257299,910.4694228
2016-09-18,265.2325492,1858.374352,1467.961641,317.3936514,1306.594811,683.8366983,393.6894723,1582.093583,912.2966931
2016-09-25,262.4885914,1854.671408,1454.099504,314.0038491,1301.23146,672.8959993,389.2021267,1543.698576,900.1121203
2016-10-02,265.6784504,1839.127678,1490.159001,314.2488056,1319.885103,679.6033431,389.7806242,1563.847691,897.4858397
2016-10-09,264.8834003,1844.978245,1469.178369,310.8749009,1324.555641,672.4350617,390.3854038,1568.9708,890.9215441
2016-10-16,265.5621499,1833.108312,1433.416946,304.2241665,1318.804785,674.8721112,389.8467373,1606.491009,877.03117
2016-10-23,262.9345654,1832.110211,1431.481114,304.3263126,1326.085159,684.0302096,392.1249251,1550.647826,874.7743158
2016-10-30,266.2924519,1832.186408,1429.646747,300.0707088,1341.155101,731.8304834,392.3449333,1546.348413,885.8734996
2016-11-06,266.3144606,1812.973369,1408.242016,301.5099889,1329.765747,732.253868,390.1205831,1555.030559,878.3020579
2016-11-13,265.3471274,1837.497506,1378.089353,288.2871203,1344.816903,727.5969012,389.1295053,1544.324818,881.8806029
2016-11-20,265.0230154,1853.912785,1364.85656,292.0661976,1354.132523,748.0305321,387.2792773,1523.918599,897.9020437
2016-11-27,264.3512402,1863.943407,1351.258405,286.9126516,1362.875825,737.7686688,385.1252942,1525.244851,898.9256928
2016-12-04,263.9556746,1855.013092,1321.149419,281.0090792,1365.129233,737.3217364,383.8108972,1547.314351,896.8305135
2016-12-11,266.0497332,1865.953632,1302.408226,274.901911,1382.703195,733.4118138,383.7819397,1576.070545,883.8164567
2016-12-18,270.3863942,1840.027717,1326.909749,271.3413007,1410.90511,746.3597322,381.4582526,1612.307507,916.6079225
2016-12-25,271.9297042,1838.176824,1342.62263,271.5441692,1420.788695,749.941661,373.4454033,1629.319396,903.4822219
2017-01-01,279.1962445,1826.783218,1334.32201,270.1440092,1444.507319,736.6496507,401.7698897,1635.826391,906.4227889
2017-01-08,284.2524445,1825.697187,1318.979288,268.3246798,1476.813139,721.7679367,400.4358591,1653.712123,897.1407508
2017-01-15,276.406015,1811.084828,1312.198184,282.53206,1488.454994,683.6889042,381.0158614,1685.678507,893.2269971
2017-01-22,282.6080875,1809.978633,1314.990887,281.8469979,1524.423597,685.3770126,379.8054317,1749.505546,922.0080275
2017-01-29,283.5205791,1813.204406,1315.326784,278.2994771,1532.423178,711.2739977,379.0167094,1749.532088,920.2786091
2017-02-05,287.4155741,1825.502787,1303.724414,280.5995521,1556.209174,709.2910905,378.1445517,1834.824985,925.0785628
2017-02-12,291.0303005,1836.114123,1286.987931,284.7802235,1576.377655,705.1454038,374.4419408,1858.479912,913.2232787
2017-02-19,292.1326986,1821.814941,1287.109722,283.8360763,1633.112509,717.7066628,374.3846607,1844.522469,913.1762834
2017-02-26,292.276035,1804.383974,1291.217383,282.367739,1656.192164,706.1156737,368.6530361,1847.421217,924.716779
2017-03-05,293.0840084,1794.445878,1321.718633,282.2600835,1668.170383,704.0408748,366.2717406,1858.604099,915.9157562
2017-03-12,295.0431021,1830.239587,1268.562284,284.2184235,1696.733536,704.0731169,366.4393824,1882.229836,917.513811
2017-03-19,297.2615105,1821.197894,1283.963679,282.9880987,1706.286094,708.7565318,364.4664855,1904.642519,909.9211929
2017-03-26,300.7171395,1794.947187,1300.868,283.8895741,1720.139231,737.300687,364.1335059,1954.81198,919.8278736
2017-04-02,305.3177288,1776.090418,1325.189596,283.3199539,1717.530918,724.1039273,362.4112038,1992.238794,901.8255072
2017-04-09,308.2793082,1777.657345,1312.8789,279.0138037,1722.257671,710.1294103,361.9235133,2023.9506,898.6873283
2017-04-16,311.6592017,1796.244342,1319.066261,276.883862,1709.387571,710.4410324,361.8805202,2071.045024,877.6093792
2017-04-23,312.506696,1781.427427,1299.887678,275.1352359,1676.86632,704.5820773,362.0412135,2102.671428,866.4680271
2017-04-30,314.9789726,1757.686092,1357.824368,275.1891328,1679.178119,711.751195,359.2473643,2114.024124,859.1263773
2017-05-07,323.6561613,1761.95977,1337.016948,262.1386228,1700.684595,717.5263029,359.4506294,2250.762652,855.4530828
2017-05-14,321.5432207,1748.817798,1350.145606,261.2668862,1659.761469,735.2835275,359.1486387,2279.493522,848.0753039
2017-05-21,318.987738,1720.467991,1372.555439,265.5964183,1632.181764,752.305251,363.2234765,2294.056358,847.2220749
2017-05-28,319.0364462,1688.03386,1390.716341,266.8583042,1628.252324,743.9332028,365.8603347,2288.651118,841.2262525
2017-06-04,317.401476,1681.163959,1409.743743,276.0722414,1629.807525,756.8452261,360.6474352,2284.057424,859.9366545
2017-06-11,317.845379,1682.483293,1400.745858,273.3560727,1619.097384,756.5469819,377.3149925,2299.132655,850.8064108
2017-06-18,316.4788913,1681.233151,1403.735521,263.2220718,1595.6681,758.5293401,376.3408161,2360.551856,854.8617589
2017-06-25,314.5080321,1681.895351,1386.065827,262.3403148,1561.428871,755.645286,373.8141923,2360.49812,851.4905378
2017-07-02,314.4275719,1682.587461,1371.273018,261.4137085,1536.900507,748.0431306,355.6260349,2398.330009,846.8575206
2017-07-09,313.8814104,1679.359071,1354.352857,264.9559556,1530.377556,763.2640302,357.5110561,2404.792619,870.0402413
2017-07-16,314.1457146,1683.805882,1298.929778,264.6375679,1514.711275,763.7353319,355.8693713,2440.497262,878.0168323
2017-07-23,314.6534083,1666.777219,1317.716584,264.1091612,1515.647373,774.0711994,354.7847959,2531.185515,892.1232164
2017-07-30,312.825809,1653.71124,1342.345015,272.8422072,1516.423686,800.8730572,355.7929926,2528.629946,891.2140086
2017-08-06,310.8071183,1622.133559,1363.757965,265.5145692,1503.842291,798.0276404,356.7653848,2511.31768,898.6685139
2017-08-13,310.6433438,1620.680399,1333.978065,257.4377573,1521.160425,797.2287123,368.9500825,2510.978988,902.0042337
2017-08-20,306.6404614,1608.444704,1311.478083,254.0393774,1511.57148,780.7049863,368.9232759,2412.891982,880.7490078
2017-08-27,305.1924484,1605.511843,1312.945748,254.3957586,1519.893722,780.7177128,354.1268269,2446.121035,893.5465674
2017-09-03,306.0819955,1608.078962,1320.806235,256.2569363,1527.607094,787.7197868,363.8906511,2467.484486,890.1687702
2017-09-10,305.2054154,1608.574987,1301.910615,257.5233916,1550.210976,765.6175072,361.6765225,2474.45627,896.2169631
2017-09-17,305.1688658,1603.345518,1256.147461,252.7907587,1541.004959,756.4309525,362.9965134,2517.280745,886.9274447
2017-09-24,305.8485606,1604.697731,1254.849701,251.0114519,1547.068521,765.8187309,367.196453,2576.329912,862.3481741
2017-10-01,305.1519024,1598.536715,1224.408375,247.7718261,1532.108128,770.8914483,368.2723886,2633.909541,853.7100989
2017-10-08,303.3003764,1596.249631,1249.778322,248.8478744,1553.808791,766.8561368,367.2921487,2626.470917,865.0792396
2017-10-15,301.166132,1582.335421,1253.447671,248.6530292,1543.94088,761.5180979,366.8743347,2657.22678,866.5430467
2017-10-22,303.7132138,1587.11168,1290.08779,251.0702452,1551.961372,778.7398591,361.8780891,2787.541741,883.0632053
2017-10-29,304.7264547,1567.135676,1317.347184,255.1586868,1542.243665,776.8181112,361.4124209,2830.938261,896.3305503
2017-11-05,306.3738185,1554.857085,1350.854841,256.6044759,1536.60803,785.7906331,360.3728918,2840.332004,895.7421204
2017-11-12,310.6885465,1560.020003,1375.10338,253.1767978,1540.871972,787.9625346,361.3645661,2982.088028,884.8859776
2017-11-19,310.8092144,1533.55269,1386.854597,257.2075203,1525.353226,768.0359908,358.0632391,3001.727932,882.5053056
2017-11-26,309.5018124,1493.772447,1381.20823,250.6953977,1498.23161,770.0643387,357.1377404,3002.267217,870.1716985
2017-12-03,309.9313942,1491.02828,1393.902472,249.3920396,1501.093197,769.7233876,356.7522708,3014.564488,874.9957105
2017-12-10,310.7466633,1517.277679,1399.693753,249.6951771,1490.785322,761.8661542,345.5865366,2966.958586,884.5731073
2017-12-17,311.8830271,1502.236667,1372.941976,248.3427768,1474.137825,770.7346987,337.4355042,2981.406253,880.4552285
2017-12-24,314.2848282,1500.930356,1396.971851,251.3264814,1470.629773,786.4971057,336.1537562,2980.90273,888.7210961
2017-12-31,313.5906686,1472.360351,1368.722084,247.5691879,1455.338501,788.3939838,335.0742066,2914.407636,888.9011767
2018-01-07,315.9286422,1476.341201,1356.769174,247.7106613,1454.949018,790.9468717,331.1055409,2888.227616,890.7424106
2018-01-14,315.1192999,1458.235112,1297.990175,250.9076204,1457.167122,782.135714,331.0259984,2885.721032,912.5126388
2018-01-21,315.4905902,1439.779719,1317.969417,256.3290474,1435.010353,813.4524169,329.2887855,2800.476798,937.3350512
2018-01-28,317.0891139,1450.736007,1341.778411,255.2232224,1418.684169,822.0970635,329.9896689,2780.459458,933.7853533
2018-02-04,319.413876,1396.679576,1348.753768,261.2385132,1419.614557,822.7953862,330.5776764,2781.966662,939.7644458
2018-02-11,318.917843,1422.104234,1314.107616,263.2190222,1411.551431,829.0606909,333.3700701,2686.057615,924.4368488
2018-02-18,311.8946068,1369.661399,1231.323072,252.1252513,1384.45234,790.6806305,332.3343575,2599.940891,896.1549944
2018-02-25,311.9354503,1357.507564,1246.635571,253.092462,1388.632291,803.4687618,317.6632224,2644.17917,906.9941517
2018-03-04,314.7661875,1379.277334,1305.4776,258.7526515,1402.910775,815.6646649,316.6736059,2677.539695,910.8118325
2018-03-11,311.5424399,1372.623686,1268.660709,249.7291142,1396.575511,798.1689959,318.2966333,2573.271166,895.6862234
2018-03-18,320.7638753,1381.395722,1302.012921,257.4442593,1397.524834,796.1189979,315.7531496,2631.976718,894.6267383
2018-03-25,323.52822,1381.978504,1312.056927,257.1120003,1400.687635,801.520599,315.3856671,2655.71612,892.8517475
2018-04-01,318.7858737,1352.457194,1260.406768,252.6681228,1390.975687,796.833805,313.7587166,2600.549083,880.6181844
2018-04-08,320.610671,1352.74278,1318.845866,260.7115366,1395.573559,800.8343081,313.2004595,2573.003329,890.3441649
2018-04-15,319.9525573,1422.541649,1355.283813,260.2276851,1398.735965,792.4668349,315.6824442,2539.454044,885.7491107
2018-04-22,321.6921757,1429.669191,1355.656968,262.1573542,1401.555124,810.3176052,315.6974265,2558.779796,899.8865901
2018-04-29,323.1946909,1449.549076,1378.256215,274.3906817,1412.572233,814.2991144,312.7592794,2579.83305,917.1876593
2018-05-06,327.0151822,1462.587373,1396.296932,269.1458161,1399.51909,840.0989426,312.4639385,2644.571708,926.3377308
2018-05-13,325.6778675,1461.752679,1415.771394,286.8014011,1396.862148,839.7379317,311.4327852,2632.813506,942.033481
2018-05-20,327.3360873,1480.351273,1399.526851,285.1615308,1409.22063,851.5921957,309.4543916,2639.892475,944.8681843
2018-05-27,326.6303012,1491.294116,1398.990038,296.2528177,1414.055817,845.133115,310.6730925,2622.901093,951.8996732
2018-06-03,327.0399716,1441.825775,1384.527895,284.3086584,1401.173222,832.7978418,308.7051467,2663.592161,950.5989219
2018-06-10,326.2163235,1435.521779,1377.830538,292.9784915,1393.253292,824.248008,311.6484178,2646.234776,945.4888365
2018-06-17,327.9956289,1455.826485,1434.438108,293.073939,1424.180037,853.028501,309.9600544,2617.087047,954.295396
2018-06-24,321.794664,1361.37359,1423.232244,287.2777198,1420.872239,848.235665,325.4696119,2557.97267,959.0119058
2018-07-01,322.0013481,1333.727355,1432.81083,282.7863496,1403.843745,839.0676422,327.7955201,2538.294314,955.919936
2018-07-08,318.3701146,1309.73466,1418.37193,277.8944949,1400.562061,825.9247009,327.6079364,2498.012109,947.5632164
2018-07-15,314.0448396,1284.970363,1397.599454,277.6206051,1355.724268,835.5712931,326.7808219,2485.109835,951.0116888
2018-07-22,315.1086772,1289.164675,1410.924768,277.4663953,1367.832867,837.8370822,326.2869134,2506.397184,959.7917652
