Date,prediction_KSP2_Close,prediction_KSP2_CD_Close,prediction_KSP2_CS_Close,prediction_KSP2_CT_Close,prediction_KSP2_EN_Close,prediction_KSP2_FN_Close,prediction_KSP2_HI_Close,prediction_KSP2_IT_Close,prediction_KSP2_MT_Close
2014-03-30,264.921361,2030.443275,1032.593074,420.3829801,1079.036838,776.9058101,689.4879083,1328.126982,930.7128591
2014-04-06,271.7195342,2077.961922,1040.228873,459.5115471,1122.918874,796.5785527,719.0576975,1346.754408,955.1061916
2014-04-13,272.9454211,2076.932014,1038.102206,447.6983339,1129.644762,785.1194828,699.9637799,1372.29859,952.6740145
2014-04-20,274.5934786,2061.402639,1057.386265,442.8490321,1150.266303,793.1921339,715.5697491,1362.638851,1033.266261
2014-04-27,276.703709,2077.630744,1054.671431,446.3939118,1149.222627,786.3471173,712.0992803,1376.907241,1002.842735
2014-05-04,274.132885,2051.314363,1043.639213,414.907846,1120.811409,763.921041,702.8513002,1381.022093,958.7808564
2014-05-11,271.075261,2024.48149,1068.886298,415.0863754,1102.858139,760.7952373,686.9428265,1360.00079,997.0041846
2014-05-18,271.1970708,2037.442952,1073.256585,420.9890425,1065.060785,761.2429274,706.7778108,1368.298692,992.4312129
2014-05-25,280.0925298,2062.334685,1082.805194,441.5110549,1109.205366,784.3121466,779.1209095,1411.188903,1022.118285
2014-06-01,280.8762521,2021.750561,1086.833545,430.5598951,1125.961341,772.2786103,814.0350656,1412.5336,1030.541975
2014-06-08,277.8417728,2000.329803,1067.263739,414.0021517,1090.389,755.8903715,804.352721,1420.46203,976.8018374
2014-06-15,276.3484112,1991.011938,1063.116047,392.4108306,1080.962639,752.9441145,719.882814,1432.426266,956.0295917
2014-06-22,276.5050579,2020.560516,1071.464213,429.3563649,1122.124129,757.8562868,708.0871064,1407.474729,973.6506139
2014-06-29,274.8261932,1995.586879,1082.064508,432.4322185,1116.004925,739.7334621,722.4031591,1384.54651,969.7647634
2014-07-06,278.9005339,2028.232763,1078.472973,447.2452954,1153.914275,740.2519403,700.6916138,1388.755738,1008.404528
2014-07-13,279.0302325,2029.586292,1096.174003,457.6998682,1103.101199,736.1667267,712.0089905,1405.381111,1022.245681
2014-07-20,280.2256689,2020.808274,1099.7037,445.3558206,1075.464247,727.3122003,687.0579937,1384.531426,999.8670771
2014-07-27,285.0342722,2046.643104,1093.355856,447.4833277,1102.004291,722.9379771,671.2598812,1419.946122,1002.843821
2014-08-03,287.6057032,2065.799017,1094.175768,472.5950806,1112.096754,728.5248046,682.0313311,1414.295956,1065.152359
2014-08-10,293.0186955,2133.765116,1144.7337,473.8061755,1129.807719,750.7824499,668.5951089,1388.580851,1086.016809
2014-08-17,287.0139956,2082.683211,1151.752966,442.9105432,1100.777129,743.6891325,672.7137647,1366.309752,1057.022203
2014-08-24,290.3413082,2111.219676,1158.033314,452.8721196,1129.618537,752.4347378,702.1647595,1373.659723,1081.080474
2014-08-31,289.9492304,2144.809612,1165.148972,428.309864,1096.00569,748.2917173,655.4823334,1371.342167,1092.113328
2014-09-07,292.7165207,2172.723917,1171.738712,447.9588273,1090.964358,753.3558148,684.7072399,1365.686345,1063.80944
2014-09-14,290.3976736,2116.447104,1179.518584,447.6762035,1074.226544,760.6689968,638.115634,1341.068578,1082.376972
2014-09-21,290.0182142,2190.201096,1170.02512,592.575654,991.9588759,759.2937139,616.6180125,1359.116661,1113.758628
2014-09-28,289.2917554,2132.669864,1196.078956,601.8468447,1003.993588,757.4211033,630.0095083,1370.930903,1099.861123
2014-10-05,289.5665887,2111.056154,1202.173707,589.9965474,960.9399669,746.5613694,631.2905797,1370.479069,1039.693503
2014-10-12,281.8169775,2066.467055,1216.285643,563.3621899,881.1293521,740.2780548,543.6206413,1343.426279,971.8815929
2014-10-19,279.5873749,2074.209681,1209.744167,556.5177512,859.7574513,740.5440818,525.2907193,1315.903958,930.3091702
2014-10-26,275.3205549,2000.14208,1202.369466,532.9904188,847.7829984,736.0789311,535.7895702,1304.509006,950.6917262
2014-11-02,278.9190923,2057.257189,1211.401854,534.3618357,808.9172833,735.5937507,522.6602705,1328.931982,863.9349172
2014-11-09,284.9910276,2048.083952,1204.866784,538.8724462,852.9708466,750.2010449,582.9008738,1390.594472,848.1520623
2014-11-16,279.8288716,1999.558237,1227.95561,541.0680784,796.917356,751.2612475,522.5846241,1377.397848,836.1709917
2014-11-23,278.9530828,2047.888041,1226.608357,537.5236547,823.3711579,748.566168,547.9317626,1381.114477,823.5415253
2014-11-30,281.2375624,2020.415963,1238.239566,527.8836205,849.3721596,755.2732914,573.20972,1395.909209,836.9073254
2014-12-07,284.3512887,1995.605411,1244.201378,525.8909577,834.9726183,754.941322,566.8820342,1426.222007,837.9338878
2014-12-14,281.0238835,2026.087032,1264.738234,510.8120107,815.476856,753.4482792,494.2211418,1432.167095,852.2397879
2014-12-21,275.3873652,1971.74363,1238.044546,474.4819272,760.5894409,746.1838889,477.745511,1415.139162,807.4103951
2014-12-28,275.4716946,1941.616634,1247.610036,476.3735584,782.6372242,742.4074135,490.8536425,1437.688124,807.5051557
2015-01-04,276.366616,1969.471219,1243.824892,484.0728968,782.1687076,746.5661294,475.9201953,1444.369656,815.6178162
2015-01-11,270.8985864,1930.555731,1230.56069,465.4669987,732.3086021,718.6939232,450.4658664,1421.132579,790.2404853
2015-01-18,271.0560936,1956.080897,1216.981034,463.0182994,729.1816911,723.6418802,432.9491836,1423.554213,812.6002475
2015-01-25,268.4323157,1941.724124,1216.012644,442.4569051,723.2609672,710.288364,394.4101869,1421.091028,792.0399236
2015-02-01,274.2012777,1938.4499,1239.776113,458.7699427,787.7180131,723.8027063,405.6156884,1451.773296,804.2765431
2015-02-08,273.0949187,1944.12181,1250.699116,484.8356489,820.8733755,719.4217839,455.3700332,1437.415421,771.4926977
2015-02-15,272.2452164,1917.745734,1243.518732,500.7633702,846.8940409,716.2159908,456.459185,1432.902845,784.7858034
2015-02-22,271.8751471,1902.73339,1265.822891,498.0692298,870.0457076,711.5241581,452.1872288,1426.197764,814.9642418
2015-03-01,271.4329296,1919.522569,1267.299582,507.4135914,876.7899238,709.6244986,452.7228157,1429.483068,820.4937552
2015-03-08,271.942778,1921.96952,1265.942594,539.7181725,915.3636508,712.4016144,459.7729122,1421.352206,824.3870646
2015-03-15,272.6003614,1974.877143,1254.040902,535.825539,926.3570389,706.2971947,437.1212669,1450.169373,809.8593267
2015-03-22,273.2279576,2149.013095,1256.807171,503.353868,915.1758227,702.2506938,426.4163923,1492.132953,902.9770027
2015-03-29,275.9285789,2176.467937,1292.91272,510.1057889,927.3131138,711.98892,438.7571708,1509.452668,894.9660488
2015-04-05,272.4304179,2117.65768,1298.869076,506.8069036,927.6105816,708.7574871,434.0362906,1488.492913,904.8125414
2015-04-12,272.2053906,2116.635571,1300.711639,505.3105757,944.7284924,712.7890101,435.8105923,1489.841641,901.0922906
2015-04-19,274.1141747,2128.706368,1307.633353,514.2282978,986.0575086,713.4817717,449.901814,1514.741984,1033.600193
2015-04-26,278.0647246,2210.635545,1341.10494,535.5069149,993.7264518,727.8900281,497.7731022,1514.95215,895.5208691
2015-05-03,279.13503,2288.849589,1346.273109,520.1025276,1035.257031,735.9129271,495.709899,1519.073248,907.8951286
2015-05-10,275.0409199,2220.315245,1344.634336,514.1809965,1014.337694,728.8181801,456.1933975,1523.439668,904.8466488
2015-05-17,270.8210116,2208.771602,1322.384516,502.0939932,993.9720067,725.4132759,447.3508333,1495.916007,913.6490392
2015-05-24,270.64862,2212.547464,1360.237057,499.0701875,1002.668963,728.8385026,448.791614,1495.407256,835.8162958
2015-05-31,273.1456189,2233.105446,1382.723295,499.8900092,1017.796565,732.2342582,457.9933818,1522.254235,842.0948436
2015-06-07,269.9563887,2231.178425,1347.646846,496.9469876,991.2039192,724.77687,448.3664883,1523.552018,833.1427953
2015-06-14,266.7511736,2112.672575,1320.889364,502.170447,1002.925501,714.5118484,443.505653,1522.488078,799.6136313
2015-06-21,266.1456694,2163.982951,1329.678389,490.0842798,1015.335904,716.3026085,439.5014686,1487.06315,800.6480764
2015-06-28,265.716322,2115.988591,1351.67857,476.2153595,1042.154583,711.3042605,437.7482535,1480.820719,779.7573665
2015-07-05,267.7239986,2156.035723,1370.65697,484.3868741,1038.542255,722.9120324,441.1791099,1489.641542,798.9370498
2015-07-12,268.4165829,2190.186627,1389.872971,488.7175789,1036.219868,718.5804269,438.6287397,1486.54576,771.7504142
2015-07-19,264.8051507,2133.397489,1364.175694,476.5775736,1018.545879,710.9851227,437.0043922,1478.396029,765.7518221
2015-07-26,266.5743257,2135.943333,1358.405409,465.321318,1034.384253,713.3542515,400.4894212,1525.995303,838.1064955
2015-08-02,264.2062706,2198.832854,1361.395325,431.7856601,1021.006657,707.6022136,396.7290933,1471.539102,814.714353
2015-08-09,264.6462024,2257.468019,1382.862431,425.8333227,1017.957115,721.1904373,39.09860018,1429.557243,811.4309861
2015-08-16,261.471263,2209.739848,1416.129187,416.5638977,958.5692976,718.3869636,-553.0683482,1377.688724,793.5922598
2015-08-23,260.1400592,2225.145918,1401.417157,411.5521231,954.9774452,712.6327218,-424.6865283,1391.535178,791.5544643
2015-08-30,255.8267286,2184.80641,1374.785617,408.6436804,932.0101357,710.6341053,50.52989952,1355.835462,761.0736171
2015-09-06,257.9780936,2256.158032,1400.522862,428.099949,950.5074478,708.8067021,30.17015036,1379.341171,781.3211356
2015-09-13,255.1014593,2224.906932,1348.841357,431.1252759,927.1328598,695.5000091,873.9678465,1402.982883,767.1927348
2015-09-20,257.760139,2275.079318,1381.163878,430.7198879,942.1714882,699.5065988,1635.693451,1424.227779,968.4033867
2015-09-27,261.7294563,2382.156722,1389.564424,427.6407086,966.4209334,703.8886978,1686.323967,1503.21337,1020.548325
2015-10-04,257.8814343,2345.374974,1378.595903,429.8171903,953.1732198,697.2919631,1809.447687,1440.357742,974.6847437
2015-10-11,259.3607522,2389.033767,1379.20529,433.6916272,964.9986949,701.1241428,459.6435161,1475.153052,966.6876197
2015-10-18,262.7799817,2377.150119,1369.791315,428.3691475,985.9643602,701.9632589,480.863664,1588.418242,979.0580919
2015-10-25,263.3200858,2372.047383,1377.568237,425.2465354,985.9365517,712.8494958,508.1041712,1586.487413,980.0085987
2015-11-01,263.8873514,2382.815327,1367.897698,410.1970531,992.4479861,724.0480886,568.4509054,1605.563489,929.233751
2015-11-08,260.2404598,2139.622723,1351.819568,418.840017,1006.790196,720.6140279,10297.53788,1635.924994,904.3714631
2015-11-15,263.6678909,2402.041371,1347.307794,430.3182036,1011.616158,720.2000421,450.8822847,1619.624676,902.2206556
2015-11-22,260.0890229,2356.148418,1316.619596,440.7738375,986.5520508,714.7414271,448.298835,1586.678527,875.7315734
2015-11-29,261.5966302,2360.953137,1326.54936,433.9085761,1019.751,708.451531,602.194924,1596.253975,876.253361
2015-12-06,263.2611856,2368.077966,1341.900084,429.3129188,1028.103581,711.5107126,677.3089946,1634.433152,813.4598901
2015-12-13,259.6943751,2356.723355,1316.570021,445.0579274,1012.264553,700.3554858,323.2998946,1602.899977,816.5656663
2015-12-20,258.6283107,2331.468016,1317.431759,447.103674,1009.211225,697.4384802,305.3942811,1615.203357,816.7822921
2015-12-27,259.6439873,2431.354135,1330.463585,442.4899813,1026.059927,699.4245788,299.7798012,1612.469102,821.1916017
2016-01-03,260.9473211,2422.785259,1339.885619,436.9021659,1039.183741,700.1293997,298.6200197,1628.554218,850.2192266
2016-01-10,258.1532929,2368.840833,1333.666223,435.9400889,1028.902713,688.3948597,280.9185319,1612.784394,835.6302665
2016-01-17,251.7604259,2309.097771,1336.896462,437.7190013,1032.213274,664.7018718,242.6484583,1559.686684,833.1645171
2016-01-24,249.1641182,2377.710015,1321.591572,429.8414836,1011.521657,652.7997771,240.2515994,1550.34416,835.6637906
2016-01-31,249.3690806,2417.143288,1315.790221,424.4279263,1005.40336,641.5101129,248.7338627,1573.39525,842.4116079
2016-02-07,251.3553719,2522.521405,1350.85883,412.9109028,1010.218103,658.0256844,245.2495315,1609.254982,884.0252717
2016-02-14,251.7402626,2491.32345,1344.023119,408.5363209,1035.793484,663.6758033,243.7334015,1620.558414,896.4150408
2016-02-21,245.7977098,2430.433737,1313.620775,409.5847739,986.0197673,646.8562991,236.2468454,1593.783818,888.3496966
2016-02-28,252.0741905,2500.881725,1328.086547,401.7209463,1035.251814,654.562473,237.2623433,1635.731769,914.5984232
2016-03-06,252.4357839,2486.682063,1347.56096,394.8729954,1044.035719,652.988511,236.2350431,1634.568981,919.3517721
2016-03-13,255.4895124,2442.65365,1331.72459,386.4680972,1061.456947,666.4757144,268.3887687,1651.9405,939.7496082
2016-03-20,259.3009776,2423.573436,1334.649179,380.8543614,1073.035862,664.4302029,268.1482721,1667.54662,962.7015179
2016-03-27,261.6128654,2326.90325,1362.693419,369.9559374,1096.101875,672.9122363,252.6684777,1673.154195,963.0475428
2016-04-03,259.7501855,2296.827569,1354.097736,368.9271792,1114.331336,666.4265986,224.2147595,1676.236249,935.8897005
2016-04-10,258.7507951,2217.485619,1355.898288,363.2406245,1123.316458,666.2399345,210.9567638,1655.356415,935.5343208
2016-04-17,258.578178,2184.347938,1377.224618,361.4741726,1129.217805,658.2580997,212.7546485,1635.036581,951.5738873
2016-04-24,262.6431316,2193.211642,1376.89226,362.5127275,1137.733595,677.7095612,232.7707688,1656.631056,978.0331969
2016-05-01,262.1093198,2157.912276,1404.383902,361.9734757,1117.785828,682.6227749,210.1825127,1645.43144,963.3877982
2016-05-08,259.9478616,2134.52417,1417.78493,359.8154609,1097.044968,669.2909003,196.4868493,1614.191906,951.8569472
2016-05-15,258.2514857,2091.187018,1439.423154,359.8590344,1085.602178,650.6691061,184.0323786,1612.671854,917.0247084
2016-05-22,256.7554527,2072.376136,1461.480815,353.3145426,1085.349792,644.815085,183.5474315,1597.688128,895.3293857
2016-05-29,255.1829342,2041.975417,1446.508689,353.9282866,1071.206835,643.8219709,181.5869859,1602.796705,892.2520528
2016-06-05,256.66971,2026.848623,1450.851341,354.2717174,1098.596997,642.3111655,185.585429,1609.436433,896.1191169
2016-06-12,257.6340614,2007.822529,1456.712847,350.4586775,1073.495334,643.020522,191.5702331,1617.974383,884.8490384
2016-06-19,260.8285549,1995.081524,1487.006636,349.0762658,1256.837849,651.8769839,213.4639284,1608.783686,906.8494819
2016-06-26,256.5066191,1973.284021,1458.268615,347.6744974,1226.775526,634.4487472,218.2864768,1596.802374,891.1526959
2016-07-03,254.9446683,1951.873693,1458.1359,345.7998239,1203.333901,634.4718687,362.3506414,1579.434411,890.8943253
2016-07-10,258.5952989,1938.179594,1502.69731,339.5036519,1222.857299,634.6476687,362.630972,1597.383823,901.1669843
2016-07-17,258.2889647,1924.985609,1488.510245,332.1354982,1220.516375,620.6663223,360.9861645,1570.368992,905.6081105
2016-07-24,261.9887196,1909.759094,1494.143621,328.0076444,1252.656542,643.4503572,364.1286667,1594.920633,927.5888563
2016-07-31,261.7471887,1899.50657,1507.843872,324.3245138,1240.725995,644.2113712,370.6956468,1585.817947,921.3012131
2016-08-07,262.7438799,1891.401834,1482.277647,314.3833197,1259.506946,651.18869,381.4398301,1580.249016,924.5040811
2016-08-14,263.6312414,1887.621788,1468.750255,309.6801324,1272.748547,654.3392683,387.739483,1593.53585,920.3340373
