Date,KOSPI2_Close,KOSPI2_12MF_EPS,KOSPI2_12MF_PE,KOSPI2_Fund_Flow,KSP2_CT_Close,KSP2_CT_12MF_EPS,KSP2_CT_12MF_PE,KSP2_CT_Fund_Flow,KSP2_HI_Close,KSP2_HI_12MF_EPS,KSP2_HI_12MF_PE,KSP2_HI_Fund_Flow,KSP2_MT_Close,KSP2_MT_12MF_EPS,KSP2_MT_12MF_PE,KSP2_MT_Fund_Flow,KSP2_EN_Close,KSP2_EN_12MF_EPS,KSP2_EN_12MF_PE,KSP2_EN_Fund_Flow,KSP2_IT_Close,KSP2_IT_12MF_EPS,KSP2_IT_12MF_PE,KSP2_IT_Fund_Flow,KSP2_FN_Close,KSP2_FN_12MF_EPS,KSP2_FN_12MF_PE,KSP2_FN_Fund_Flow,KSP2_CS_Close,KSP2_CS_12MF_EPS,KSP2_CS_12MF_PE,KSP2_CS_Fund_Flow,KSP2_CD_Close,KSP2_CD_12MF_EPS,KSP2_CD_12MF_PE,KSP2_CD_Fund_Flow
2012-09-30,262.49,7462,9.21,100.62,575.73,4019,10.21,101.65,553.92,5354,12.28,100.99,1029.55,12313,9.34,99.78,1217.21,10778,9.18,100.24,1323.25,17248,9.17,100.7,689.01,2829,7.98,100.97,933.96,3827,15.58,100.47,2134.32,15532,7.45,100.42
2012-10-07,262.07,7553,9.03,100.62,563.95,4058,9.93,101.63,550.24,5487,11.9,100.98,1029.31,12517,9.18,99.78,1196.62,10893,8.92,100.23,1323.77,17528,9.11,100.72,684.09,2800,8.02,100.98,943.26,4029,14.95,100.49,2114.38,15635,7.09,100.43
2012-10-14,252.44,7539,8.73,100.6,527.79,3979,9.54,101.54,521.77,5404,11.49,100.93,985.7,12599,8.73,99.76,1150.18,10683,8.75,100.24,1267.73,17834,8.54,100.68,663.66,2771,7.87,100.98,955.01,3993,15.16,100.53,2045.13,15555,6.9,100.39
2012-10-21,254.79,7468,8.88,100.6,530.66,3913,9.72,101.48,538.03,5252,12.18,100.93,979.92,12270,8.99,99.76,1187.74,10447,9.21,100.31,1290.7,17822,8.65,100.68,673.51,2730,8.07,100.99,949.24,3995,15.08,100.53,2033.19,15454,6.91,100.37
2012-10-28,247.18,7430,8.66,100.59,483.16,3794,9.19,101.31,505.12,5092,11.8,100.93,932.83,11907,8.84,99.77,1102.2,10389,8.57,100.27,1276.09,17974,8.48,100.68,654.58,2689,7.99,101,964.3,4004,15.31,100.52,1948.2,15384,6.67,100.34
2012-11-04,251.04,7548,8.66,100.61,485.27,3785,9.21,101.29,515.81,5120,11.87,100.96,928.5,11896,8.77,99.75,1151.5,10584,8.8,100.34,1327.83,18791,8.41,100.74,661.12,2637,8.24,101,978.84,4209,14.8,100.49,1904.99,15286,6.57,100.34
2012-11-11,248.69,7516,8.62,100.59,469.44,3656,9.21,101.16,507.02,5103,11.63,100.92,918.24,11873,8.63,99.72,1149.77,10512,8.85,100.33,1337.33,18819,8.49,100.72,638.58,2609,8.06,100.96,968.64,4231,14.57,100.49,1869.47,15234,6.48,100.34
2012-11-18,243.45,7493,8.47,100.59,451.96,3655,8.89,101.11,477.46,4997,11.22,100.92,885.82,11747,8.42,99.71,1098.53,10479,8.46,100.34,1306.85,18887,8.26,100.7,624.91,2601,7.91,100.95,969.57,4237,14.57,100.53,1877.43,15103,6.56,100.38
2012-11-25,251.44,7491,8.73,100.61,464.59,3601,9.27,101.08,477.77,4961,11.29,100.87,900.05,11683,8.52,99.72,1113.73,10384,8.65,100.36,1373.38,19029,8.83,100.75,624.4,2597,7.89,100.94,979.22,4247,14.66,100.54,1903.52,15048,6.69,100.42
2012-12-02,254.25,7484,8.84,100.63,493.15,3597,9.78,101.12,504.72,4923,12.09,100.98,924.21,11486,8.91,99.73,1154.23,10270,9.07,100.4,1345.69,19156,8.59,100.74,639.4,2578,8.13,100.97,965.01,4271,14.37,100.54,1986.2,15040,6.97,100.43
2012-12-09,258.78,7612,8.83,100.66,508.52,3657,9.74,101.2,515.01,5033,12.01,101.08,941.09,11576,9.12,99.77,1176.47,10468,9.08,100.48,1364.56,19676,8.66,100.8,644.37,2563,8.22,101,951.03,4458,13.57,100.51,1982.18,15131,6.91,100.41
2012-12-16,264.56,7607,9.02,100.66,529.66,3643,10.17,101.3,535.58,4894,12.82,101.1,947.21,11356,9.45,99.74,1207.28,10455,9.33,100.5,1362.82,19782,8.72,100.76,674.15,2559,8.59,101.04,958.52,4469,13.61,100.49,2025.72,15124,7.05,100.43
2012-12-23,261.89,7656,8.95,100.69,526.08,3631,10.15,101.32,541.98,4872,13.11,101.17,948.56,11284,9.52,99.7,1219.37,11341,9.45,100.58,1323.65,19862,8.36,100.72,689.15,2540,8.85,101.12,982.88,4520,13.93,100.59,1988.49,15115,6.93,100.48
2012-12-30,263.92,7658,9.02,100.71,521.98,3609,10.2,101.35,540.47,4821,13.22,101.2,950.68,11274,9.52,99.73,1214.19,11299,9.45,100.61,1344.95,20019,8.64,100.73,680.97,2539,8.74,101.14,974.15,4555,13.77,100.62,1965.6,15045,6.89,100.45
2013-01-06,266.14,7705,9.04,100.7,544.94,3642,10.52,101.38,542.56,4769,13.02,101.26,951.4,11284,9.71,99.67,1248.84,11959,9.62,100.61,1366.8,20140,8.55,100.71,702.91,2537,8.98,101.19,984.54,4838,13.54,100.68,1896.58,14533,6.79,100.35
2013-01-13,263.32,7710,8.94,100.68,525.14,3571,10.43,101.38,535.73,4719,13.06,101.26,942.08,10909,9.89,99.68,1204.43,11793,9.42,100.58,1354.14,20403,8.43,100.7,682.47,2510,8.8,101.18,1001.8,5123,13.04,100.71,1874.72,14338,6.81,100.26
2013-01-20,261.71,7645,8.98,100.68,522.64,3514,10.59,101.4,527.79,4621,13.11,101.23,937.73,10591,10.13,99.69,1170.59,11560,9.39,100.52,1323.49,20472,8.15,100.68,711.06,2467,9.35,101.26,1015.82,5172,13.1,100.72,1897.99,14101,7.01,100.26
2013-01-27,256.06,7613,8.82,100.64,504.71,3465,10.39,101.4,515.57,4651,12.59,101.13,924.01,10409,10.33,99.66,1160.66,11474,9.36,100.53,1292,20475,7.86,100.61,718.31,2455,9.47,101.32,998.78,5258,12.63,100.74,1831.95,13865,6.93,100.15
2013-02-03,257.64,7617,8.88,100.63,504.74,3423,10.46,101.31,517.88,4620,12.79,101.11,909.52,10341,10.22,99.63,1148.11,11461,9.28,100.48,1293.75,20431,7.96,100.61,718.4,2443,9.52,101.32,982.31,5354,12.18,100.74,1908.85,14020,7.18,100.18
2013-02-10,257.09,7554,8.94,100.65,493.38,3157,11.08,101.27,503.71,4234,13.59,101.08,906.15,10902,10.22,99.63,1134.34,11156,9.42,100.47,1296.71,20392,8.05,100.65,701.07,2427,9.36,101.31,976.14,5381,12.01,100.68,1935.14,13991,7.3,100.25
2013-02-17,261.61,7519,9.14,100.65,503.12,3148,11.34,101.27,511.39,4086,14.3,101.05,934.35,10858,10.55,99.64,1172.15,11169,9.77,100.48,1326.87,20321,8.27,100.68,711.36,2413,9.58,101.29,969.34,5389,11.92,100.68,1954.93,13852,7.39,100.24
2013-02-24,267.15,7509,9.33,100.67,514.38,3134,11.67,101.31,526.3,4096,14.71,101.07,925.1,10173,10.51,99.62,1168.96,11143,9.75,100.45,1368.75,20367,8.46,100.69,733.61,2413,9.87,101.34,986.82,5407,12.15,100.71,2007.48,13849,7.58,100.29
2013-03-03,268.01,7485,9.38,100.72,511.63,3129,11.66,101.35,515.24,4063,14.59,101.07,920.39,10167,10.34,99.6,1160.16,10966,9.82,100.47,1376.1,20372,8.52,100.74,735.7,2410,9.88,101.39,1011.06,5348,12.57,100.75,2016.75,13814,7.63,100.36
2013-03-10,264.57,7577,9.15,100.72,505.88,3177,11.37,101.37,514.46,4150,14.23,101.07,912.96,10286,10.03,99.63,1124.26,11145,9.36,100.44,1388.32,20640,8.3,100.73,730.49,2424,9.77,101.41,1016.79,5434,12.43,100.79,1978.08,13945,7.42,100.36
2013-03-17,260.84,7591,9.01,100.68,489.26,3167,11.09,101.31,493.89,4168,13.65,101.01,896.25,10271,9.74,99.58,1096.78,11093,9.17,100.36,1380.37,20773,8.17,100.64,707.08,2413,9.5,101.39,1004.51,5465,12.18,100.75,2000.13,13938,7.52,100.45
2013-03-24,255.33,7536,8.81,100.67,475.33,3149,10.86,101.27,472.3,4102,13.25,100.92,873.82,10233,9.56,99.58,1075.4,11086,9,100.31,1374.54,21004,7.99,100.64,678.55,2406,9.18,101.35,976.67,5425,11.92,100.72,1969.99,12901,7.43,100.46
2013-03-31,263.39,7520,9.1,100.69,494.74,3113,11.45,101.31,476.96,4047,13.6,100.87,882.46,9972,9.87,99.56,1086.99,10927,9.18,100.31,1408.15,21206,8.21,100.69,708.96,2393,9.62,101.4,1002.34,5370,12.36,100.76,2031.04,12877,7.69,100.48
2013-04-07,252.77,7619,8.64,100.66,455.9,3170,10.45,101.24,439.61,3929,13.08,100.81,822.5,10691,9.05,99.48,1016.61,10855,8.58,100.28,1377.07,21506,7.95,100.68,676.47,2401,9.14,101.37,994.6,5573,11.92,100.76,1894.87,12971,7.13,100.38
2013-04-14,252,7643,8.58,100.62,410.12,2771,10.9,100.96,415.97,3751,13.06,100.53,840.76,10524,9.44,99.47,998.45,10622,8.59,100.18,1399.51,22221,7.79,100.69,684.04,2401,9.26,101.37,985.05,5561,11.72,100.77,1875.83,12918,7.1,100.34
2013-04-21,248.77,7606,8.52,100.61,398.68,2573,11.37,100.92,422.02,3649,13.61,100.56,802.88,10387,9.28,99.48,994.71,10474,8.67,100.19,1389.34,22321,7.61,100.68,673,2394,9.19,101.38,1020.69,5539,12.24,100.78,1809.76,12844,6.88,100.29
2013-04-28,253.04,7906,8.74,100.61,400.85,2531,11.63,100.78,447.31,3625,14.52,100.62,835.36,9791,10.05,99.44,1021.6,10187,9.15,100.21,1411.59,22564,7.61,100.68,688.49,2645,9.66,101.38,1027.67,5616,12.16,100.78,1848.62,12648,7.13,100.25
2013-05-05,256.02,8029,8.7,100.61,397.94,2546,11.51,100.71,438.75,3706,14,100.6,866.28,9846,10.26,99.47,1015.42,10016,9.24,100.22,1424.98,23501,7.46,100.69,667.99,2617,9.52,101.34,1058.81,5706,12.3,100.78,1896.28,12610,7.32,100.33
2013-05-12,252.72,7998,8.63,100.57,431.22,2512,12.59,100.69,445.87,3512,14.89,100.56,873.76,9814,10.36,99.43,1042.56,10089,9.59,100.21,1392.55,23575,7.21,100.64,679.87,2611,9.66,101.35,1029.46,5532,12.3,100.69,1831.71,12603,7.08,100.27
2013-05-19,258.99,7973,8.87,100.62,438.79,2425,13.34,100.75,448.07,3265,16.3,100.47,879.4,9797,10.44,99.46,1064.29,9970,9.91,100.28,1444.71,23592,7.42,100.71,702.08,2610,9.96,101.4,1039.15,5570,12.34,100.69,1897.76,12588,7.34,100.32
2013-05-26,257.32,7955,8.81,100.61,431.15,2419,13.09,100.73,432.77,3233,16.03,100.38,870.89,9745,10.45,99.45,1025.63,9755,9.62,100.21,1429.99,23667,7.29,100.69,706.26,2574,10.11,101.44,1028.72,5568,12.18,100.69,1941.23,12597,7.5,100.35
2013-06-02,261.47,7932,8.96,100.63,440.23,2411,13.36,100.79,445.24,3188,16.53,100.41,875.9,9703,10.47,99.44,1051.24,9701,9.91,100.26,1463.68,23657,7.52,100.74,707.18,2568,10.15,101.44,1004,5490,11.93,100.67,1988.37,12588,7.68,100.36
2013-06-09,251.2,8032,8.52,100.57,420.86,2534,12.11,100.72,451.1,3263,16.38,100.51,848.04,9864,10.1,99.43,1027.53,9860,9.53,100.31,1387.88,23894,6.97,100.52,686.04,2588,9.78,101.46,969.7,5571,11.32,100.68,1937.36,12741,7.43,100.36
2013-06-16,245.36,7985,8.4,100.57,411.84,2483,12.1,100.73,441.16,3196,15.49,100.47,843.34,9764,10.08,99.46,1000.55,9819,9.31,100.3,1367.1,23752,6.81,100.51,668.75,2583,9.54,101.45,981.02,5779,11.62,100.71,1875.21,12741,7.2,100.36
2013-06-23,236.57,7947,8.13,100.55,376.21,2478,11.14,100.7,434.06,3176,15.28,100.46,770.15,9668,9.38,99.37,926.57,9785,8.61,100.29,1320.46,23668,6.6,100.5,652.33,2570,9.39,101.45,941.51,5671,11.36,100.69,1856.91,12744,7.13,100.35
2013-06-30,242.27,7883,8.41,100.59,384.92,2386,11.85,100.73,437.6,3138,15.61,100.51,789.3,9540,9.73,99.38,959.8,9708,9.01,100.35,1341.86,23495,6.75,100.52,661.72,2534,9.67,101.46,946.77,5582,11.65,100.71,1973.02,12779,7.57,100.44
2013-07-07,237.28,7928,8.22,100.57,375.28,2464,11.22,100.71,435.07,3175,15.26,100.53,779.33,9710,9.48,99.41,965.84,9821,9.1,100.36,1288.15,23417,6.44,100.4,657.38,2535,9.61,101.46,977.18,5662,11.93,100.77,1916.39,12928,7.27,100.45
2013-07-14,242.72,7820,8.51,100.56,385.18,2379,11.92,100.76,450.74,3125,16,100.56,817.91,9584,10.1,99.42,994.91,9692,9.5,100.38,1324.6,22945,6.79,100.4,682.03,2504,10.06,101.47,980.46,5628,12.04,100.78,1901.58,12905,7.24,100.38
2013-07-21,242.03,7749,8.58,100.56,380.23,2226,12.67,100.7,464.57,2979,17.35,100.64,814.92,9537,10.09,99.43,1012.64,9598,9.76,100.39,1308.47,22793,6.68,100.33,672.21,2467,10.07,101.47,981.88,5563,12.24,100.8,1940.81,12911,7.37,100.42
2013-07-28,247.8,7740,8.78,100.57,407.04,2180,13.84,100.77,477.19,2942,17.97,100.67,847.86,9328,10.69,99.42,1051.1,9617,10.15,100.47,1339.04,22877,6.82,100.3,685.2,2440,10.35,101.47,989.37,5527,12.41,100.8,1968.96,12951,7.45,100.46
2013-08-04,249.33,7764,8.68,100.57,408.33,2303,13.15,100.86,484.43,3099,17.35,100.69,862.33,9439,10.81,99.5,1063.28,9798,10.08,100.52,1326.55,22497,6.54,100.28,700.16,2457,10.47,101.5,1002.37,5596,12.4,100.79,1993.46,13165,7.42,100.45
2013-08-11,243.13,7772,8.47,100.57,404.06,2296,13.02,100.84,482.88,3110,17.15,100.68,832.68,9372,10.51,99.48,1035.93,9916,9.71,100.5,1312.31,22507,6.34,100.3,687.81,2456,10.28,101.49,983.57,5551,12.28,100.78,1928.53,13269,7.17,100.42
2013-08-18,249.23,7781,8.69,100.59,411.11,2299,13.19,100.9,493.59,3356,17.06,100.68,874.58,9487,10.85,99.54,1069.86,9797,10.03,100.52,1341.98,22475,6.62,100.31,685.1,2437,10.31,101.48,980.51,5407,12.58,100.79,1992.75,13155,7.44,100.47
2013-08-25,243.37,7797,8.49,100.59,385.78,2282,12.45,100.87,488.23,3137,17.17,100.7,835.28,9563,10.29,99.54,1030.7,9831,9.64,100.5,1326.42,22474,6.58,100.36,661.93,2437,9.97,101.47,938.62,5362,12.11,100.74,1950.72,14122,7.26,100.48
2013-09-01,251.74,7815,8.89,100.65,403.75,2268,13.04,100.95,492.33,3085,17.69,100.76,862.81,9558,10.52,99.56,1053.15,9521,9.85,100.51,1337.08,22783,7.09,100.42,680.15,2431,10.26,101.5,965.65,5348,12.5,100.77,2061.51,14098,7.69,100.56
2013-09-08,255.25,7903,8.92,100.67,426.49,2420,12.96,101.02,508.08,3158,17.8,100.81,888.34,9742,10.63,99.63,1083.3,9759,9.89,100.57,1339.02,22875,7.07,100.42,692.82,2466,10.29,101.53,973.25,5474,12.3,100.76,2095.87,13991,7.81,100.63
2013-09-15,260.83,8017,9.13,100.68,442.78,2428,13.37,101.02,521.41,3139,18.43,100.78,899.68,9691,10.71,99.58,1109.03,9768,10.12,100.58,1386.84,22759,7.31,100.43,709.01,2577,10.5,101.53,995.83,5477,12.57,100.78,2105.25,13992,7.84,100.64
2013-09-22,262.56,8004,9.2,100.68,454.73,2422,13.75,101.12,540.11,3087,19.44,100.85,922.77,9610,10.99,99.57,1128.65,9754,10.31,100.62,1389.37,22734,7.26,100.4,719.4,2576,10.63,101.55,982.97,5467,12.43,100.75,2144.45,13995,7.99,100.65
2013-09-29,262.94,7978,9.25,100.69,442.66,2427,13.43,101.04,552.75,3047,20.19,100.93,919.4,9540,10.97,99.6,1134.28,9752,10.32,100.62,1415.79,22558,7.31,100.4,720.13,2579,10.64,101.55,994.22,5489,12.54,100.75,2138.65,13980,7.99,100.67
2013-10-06,261.78,8050,9.09,100.71,427.51,2544,12.41,101,529.3,3100,19.12,100.9,889.11,9884,10.19,99.6,1098.54,9552,9.85,100.59,1414.32,22741,7.39,100.45,721.16,2605,10.55,101.57,997.12,5560,12.39,100.75,2096.29,14088,7.77,100.68
2013-10-13,266.35,8026,9.27,100.75,436.82,2502,12.89,101.09,547.49,3082,19.9,100.99,889.11,9877,10.18,99.65,1128.44,9487,10.21,100.67,1454.4,22718,7.56,100.49,729.26,2583,10.72,101.6,984.45,5560,12.25,100.81,2148.63,14058,7.99,100.68
2013-10-20,271.24,7999,9.45,100.76,430.96,2440,12.88,101.11,558.6,3048,20.67,100.9,905.7,9807,10.42,99.69,1170.73,9359,10.76,100.7,1494.85,22746,7.72,100.52,765.78,2575,11.21,101.64,977.83,5502,12.23,100.8,2144.59,14052,7.97,100.67
2013-10-27,267.51,7922,9.42,100.74,421.57,2294,13.58,101.08,538.46,3053,19.93,100.82,909.29,9595,10.84,99.7,1131.06,9164,10.53,100.62,1442.51,22630,7.57,100.49,745.62,2558,11.04,101.64,1000.47,5431,12.72,100.8,2158.45,13980,8.05,100.69
2013-11-03,268.63,7979,9.38,100.74,416.74,2426,12.69,101.02,517.15,2913,20.13,100.75,907.53,9807,10.54,99.72,1125.78,9435,10.19,100.59,1462.32,22828,7.7,100.54,745.46,2586,10.9,101.64,997.14,5284,13.03,100.8,2144.66,14073,7.94,100.68
2013-11-10,260.53,7955,9.16,100.72,397.09,2406,12.19,100.99,532.67,2848,21.27,100.79,885.44,9723,10.55,99.71,1090.78,9393,9.93,100.58,1392.95,22844,7.28,100.48,718.53,2568,10.61,101.63,971.02,5238,12.94,100.78,2137.6,14051,7.94,100.68
2013-11-17,264.2,7933,9.3,100.75,392.76,2394,12.17,100.96,535.65,2811,21.77,100.9,882.01,9720,10.53,99.74,1089.97,9261,10.08,100.59,1446.75,22806,7.55,100.51,726.49,2561,10.73,101.66,974.23,5245,12.95,100.77,2128.04,14036,7.91,100.7
2013-11-24,263.86,7965,9.26,100.75,382.17,2383,11.96,100.96,525.74,2776,21.58,100.83,864.96,9584,10.49,99.73,1102.39,9224,10.24,100.59,1441.97,22772,7.52,100.53,722.24,2555,10.72,101.66,984.05,5595,12.35,100.83,2149.07,14049,7.97,100.69
2013-12-01,269.57,7955,9.46,100.76,398.11,2369,12.5,101.01,531.2,2761,22.05,100.81,876.09,9503,10.66,99.74,1107.25,9163,10.33,100.61,1522.68,22687,7.83,100.55,729.5,2556,10.82,101.65,1004.08,5585,12.58,100.83,2160.8,14064,8.02,100.67
2013-12-08,260.71,8120,8.99,100.75,376.85,2569,10.9,100.96,502.4,2872,20.03,100.8,863.85,9703,10.43,99.74,1089.99,10128,9.91,100.61,1498.12,22835,7.52,100.57,714.67,2594,10.42,101.64,977.82,5778,11.8,100.8,2036.04,14168,7.49,100.65
2013-12-15,258.04,8127,8.9,100.78,362.18,2555,10.56,101.07,484.58,2868,19.38,100.75,860.78,9689,10.36,99.75,1071.63,10088,9.79,100.62,1496.3,22916,7.39,100.55,716.04,2594,10.42,101.86,983.24,5766,11.93,100.81,2028.44,14219,7.47,100.65
2013-12-22,261.27,8080,9.07,100.8,364.7,2553,10.79,101.08,504.56,2855,20.17,100.72,880.44,9612,10.63,99.77,1079.1,10035,9.9,100.63,1502.95,22696,7.58,100.57,739.41,2592,10.77,101.89,997.35,5746,12.13,100.84,1995.49,14178,7.37,100.67
2013-12-29,263.32,8063,9.17,100.79,379.63,2507,11.46,101.14,513.13,2819,20.81,100.76,900.39,9588,10.79,99.79,1102.15,10097,10.07,100.63,1518.04,22610,7.55,100.55,748.61,2592,10.91,101.88,1006.17,5743,12.26,100.83,2037.6,14169,7.53,100.68
2014-01-05,254.48,8105,8.81,100.75,374.32,2464,10.9,101.05,504.7,2925,19.37,100.66,881.06,11213,9.94,99.78,1078.64,9980,9.78,100.61,1458.88,22134,7.16,100.47,733.54,2644,10.61,101.85,994.9,5802,11.99,100.83,1977.16,14212,7.27,100.64
2014-01-12,252.48,7938,8.94,100.73,380.4,2382,11.5,101.08,503.23,2859,19.64,100.54,857.59,10899,9.88,99.79,1048.69,9807,9.69,100.56,1465.47,21370,7.36,100.46,721.89,2641,10.46,101.82,1005.04,5784,12.17,100.8,1981.91,14049,7.36,100.62
2014-01-19,253.46,7755,9.03,100.72,377.82,2322,11.71,101.11,500.12,2832,19.76,100.52,871.01,10655,10.26,99.81,1044.47,9668,9.76,100.55,1467.89,21351,7.43,100.45,714.04,2496,10.53,101.8,1005.66,5723,12.29,100.79,2006.97,13988,7.47,100.61
2014-01-26,252.89,7682,9.1,100.69,377.68,2209,12.29,100.98,501.57,2892,19.35,100.46,866.04,10347,10.46,99.8,1041.53,9527,9.88,100.52,1453.97,21261,7.49,100.46,716.14,2482,10.63,101.8,979.53,5628,12.2,100.75,2018.53,13847,7.58,100.57
2014-02-02,252.89,7528,9.3,100.71,382.77,2213,12.48,101.14,496.84,2753,20.17,100.5,863.16,9968,10.76,99.82,1022.4,9207,10.04,100.5,1436.3,20624,7.58,100.45,722.44,2468,10.78,101.85,995.85,5577,12.5,100.77,2078.8,13774,7.84,100.61
2014-02-09,250.51,7525,9.2,100.72,379.62,2096,13.03,100.93,472.7,2654,19.89,100.39,850.91,9798,10.69,99.8,1002.05,9092,9.96,100.5,1466.59,20678,7.6,100.5,698,2485,10.34,101.83,997.3,5650,12.4,100.82,2061.36,13814,7.72,100.62
2014-02-16,252.74,7499,9.34,100.73,381.31,2082,13.19,100.94,486.21,2650,20.48,100.38,879.02,9716,11.11,99.8,1023.32,9287,10.29,100.5,1484.03,20534,7.78,100.5,688.27,2453,10.38,101.84,993.33,5666,12.33,100.82,2065.38,13797,7.74,100.64
2014-02-23,255.22,7480,9.45,100.76,405.75,2075,14.06,100.97,497.55,2689,20.64,100.43,888.96,9737,11.06,99.79,1027.19,9248,10.38,100.49,1472.71,20542,7.85,100.56,710.13,2410,10.84,101.86,997.06,5648,12.42,100.82,2058.81,13777,7.72,100.67
2014-03-02,258.41,7439,9.59,100.76,399.38,2086,13.8,100.97,482.6,2596,20.96,100.23,841.91,9125,10.78,99.66,1034.55,9162,10.53,100.46,1511.82,20598,7.99,100.57,719.34,2395,11.03,101.92,1015.66,5636,12.67,100.86,2111.44,13763,7.95,100.69
2014-03-09,257.35,7468,9.51,100.76,402.17,2159,13.36,100.99,489.87,2662,20.59,100.26,858.71,9192,10.74,99.68,1029.31,9219,10.42,100.48,1521.64,20566,8,100.58,711.49,2415,10.83,101.88,1010.24,5612,12.6,100.86,2089,13879,7.79,100.68
2014-03-16,249.02,7451,9.21,100.73,379.19,2154,12.66,100.89,456.11,2646,19.36,100.15,833.33,9129,10.59,99.65,994.92,9054,10.09,100.44,1486.39,20565,7.71,100.55,685.64,2406,10.49,101.86,1003.35,5616,12.48,100.88,2032,13873,7.58,100.66
2014-03-23,250.68,7410,9.31,100.73,378.12,2120,12.8,100.89,458.21,2599,19.79,100.12,847.29,9066,11.01,99.69,973.98,8549,10.05,100.41,1510.06,20534,7.78,100.57,689.22,2405,10.56,101.84,999.87,5612,12.47,100.86,2076.84,13892,7.75,100.67
2014-03-30,257.44,7373,9.6,100.75,395.22,2098,13.54,100.98,470.42,2589,20.49,100.12,861.7,8989,11.26,99.63,998.25,8286,10.52,100.4,1506.02,20475,8,100.58,713.53,2400,10.95,101.86,1012.71,5614,12.59,100.88,2153.24,13858,8.07,100.71
2014-04-06,259.47,7404,9.64,100.76,395.29,2150,13.28,101,477.73,2687,20.1,100.11,864.19,8987,11.27,99.64,1004.43,8248,10.63,100.38,1537.15,20527,8.21,100.61,706.1,2421,10.75,101.88,995.68,5648,12.43,100.87,2158.59,13936,8.02,100.71
2014-04-13,260.53,7362,9.73,100.74,398.7,2157,13.35,100.98,483.04,2592,21.06,100.08,894.16,8854,12.04,99.63,1023.03,8151,10.94,100.34,1516.35,20522,8.12,100.6,719.83,2414,10.97,101.87,1027.89,5551,12.99,100.89,2123.58,13867,7.93,100.7
2014-04-20,261.52,7307,9.84,100.77,398.34,2099,13.71,101.01,473.06,2482,21.61,100.08,876.8,8851,11.82,99.64,1021.83,7987,11.09,100.35,1550.65,20515,8.25,100.66,715.4,2392,11.02,101.87,1026.35,5530,13,100.89,2137.95,13706,8.07,100.71
2014-04-27,257.42,7249,9.75,100.75,385.37,2080,13.33,100.97,449.43,2318,22.05,100.02,838.98,8411,11.81,99.59,996.02,7790,11.08,100.29,1548.87,20565,8.29,100.68,694.44,2392,10.72,101.84,1012.54,5456,13,100.86,2081.16,13591,7.92,100.68
2014-05-04,255.07,7300,9.6,100.74,393.95,2141,13.17,100.96,432.29,2210,22.26,99.83,856.43,8480,12.1,99.56,986.33,7758,11.02,100.27,1530.07,20909,7.94,100.69,696.13,2404,10.68,101.83,1044.64,5403,13.55,100.89,2044.01,13669,7.72,100.63
2014-05-11,254.31,7287,9.6,100.73,385.3,2205,13.14,100.94,435.96,2151,23.06,99.84,857,8526,12.08,99.57,958.84,7708,10.83,100.2,1507.08,21378,7.83,100.67,698.48,2398,10.75,101.85,1054.63,5405,13.68,100.94,2065.17,13659,7.81,100.65
2014-05-18,262.97,7243,9.98,100.74,394.1,2176,13.62,100.98,441.99,1997,25.24,99.83,882.47,8563,12.32,99.6,978.7,7586,11.26,100.18,1568.2,21261,8.31,100.67,728.1,2405,11.17,101.88,1065.56,5357,13.98,100.95,2105.47,13636,7.96,100.64
2014-05-25,263.42,7158,10.03,100.74,390.64,2178,13.44,100.98,442.86,1887,26.74,99.83,896.56,8593,12.38,99.6,988.35,7511,11.48,100.18,1581.87,21193,8.37,100.67,721.37,2403,11.02,101.89,1066.42,5370,14.02,100.94,2112.23,12647,8.02,100.65
2014-06-01,259.94,7153,9.91,100.75,380.1,2179,13.09,100.9,436.2,1885,26.53,100.05,883.79,8600,11.91,99.59,962.6,7451,11.27,100.15,1589.04,21180,8.45,100.7,700.26,2402,10.72,101.86,1040.22,5380,13.66,100.93,2075.1,12652,7.86,100.64
2014-06-08,260.56,7238,9.82,100.71,373.83,2265,12.38,100.79,428.24,2040,24.23,99.95,873.9,8690,11.68,99.59,964.37,7602,11.1,99.94,1616.75,21243,8.54,100.7,702.7,2426,10.67,101.85,1034.02,5491,13.33,100.87,2066.92,12811,7.74,100.62
2014-06-15,258.75,7313,9.81,100.68,367.56,2427,12.56,100.71,432.27,2028,24.46,99.91,895.96,8721,11.81,99.57,983.47,7587,11.48,99.93,1628.75,21204,8.3,100.64,712.81,2427,10.84,101.85,1042.36,5489,13.5,100.85,2054.52,13150,7.81,100.61
2014-06-22,255.31,7257,9.76,100.67,373.01,2436,12.66,100.71,423.64,1882,25.97,99.86,896.19,8737,11.8,99.58,987.25,7608,11.48,99.91,1625.94,20890,8.22,100.59,697.72,2433,10.55,102.03,1056.9,5436,13.83,100.84,2017.33,13140,7.66,100.59
2014-06-29,258.78,7218,9.95,100.72,383.53,2434,13.03,100.8,421.41,1845,26.33,99.85,918.68,8720,12.26,99.59,1008.74,7676,11.86,99.96,1634,20615,8.38,100.68,710.04,2448,10.64,102.03,1053.98,5397,13.89,100.85,2071.57,13132,7.89,100.63
2014-07-06,260.63,7245,9.97,100.72,395.43,2492,13.09,100.86,430.77,1789,27.67,99.85,939.4,9440,11.94,99.61,995.89,7527,11.57,99.93,1664.89,20945,8.38,100.67,710.62,2462,10.62,102.03,1082.11,5447,14.11,100.86,2065.16,13208,7.87,100.63
