Date,KOSPI2_Close,KOSPI2_12MF_EPS,KOSPI2_12MF_PE,KOSPI2_Fund_Flow,KSP2_CT_Close,KSP2_CT_12MF_EPS,KSP2_CT_12MF_PE,KSP2_CT_Fund_Flow,KSP2_HI_Close,KSP2_HI_12MF_EPS,KSP2_HI_12MF_PE,KSP2_HI_Fund_Flow,KSP2_MT_Close,KSP2_MT_12MF_EPS,KSP2_MT_12MF_PE,KSP2_MT_Fund_Flow,KSP2_EN_Close,KSP2_EN_12MF_EPS,KSP2_EN_12MF_PE,KSP2_EN_Fund_Flow,KSP2_IT_Close,KSP2_IT_12MF_EPS,KSP2_IT_12MF_PE,KSP2_IT_Fund_Flow,KSP2_FN_Close,KSP2_FN_12MF_EPS,KSP2_FN_12MF_PE,KSP2_FN_Fund_Flow,KSP2_CS_Close,KSP2_CS_12MF_EPS,KSP2_CS_12MF_PE,KSP2_CS_Fund_Flow,KSP2_CD_Close,KSP2_CD_12MF_EPS,KSP2_CD_12MF_PE,KSP2_CD_Fund_Flow
2014-07-13,256.72,7108,10.03,100.7,387.96,2492,12.9,100.85,405.81,1677,28.1,99.62,945.94,9485,11.84,99.63,969.8,7357,11.54,99.91,1621.95,20204,8.51,100.65,710.06,2463,10.58,102.03,1085.19,5425,14.27,100.86,2048.46,13061,7.89,100.62
2014-07-20,261.66,7101,10.3,100.69,388.11,2455,13.08,100.8,417.56,1687,28.48,99.65,933.81,9457,11.98,99.63,992.51,7191,12.12,99.91,1658.34,19898,8.98,100.63,713.28,2469,10.61,102,1077.35,5394,14.23,100.85,2095.35,13010,8.1,100.62
2014-07-27,263.47,7078,10.41,100.7,401.6,2416,13.73,100.81,428.28,1707,28.53,99.66,971.76,9394,12.76,99.73,987.99,6975,12.44,99.9,1625.71,19965,8.9,100.61,736.14,2479,10.95,102.03,1079,5386,14.28,100.86,2095.41,12892,8.18,100.66
2014-08-03,268.56,7047,10.69,100.72,405.64,2461,13.59,100.84,413.48,1690,27.8,99.61,998.56,9694,12.76,99.79,1007.1,7029,12.59,99.98,1608.93,19464,8.89,100.58,791.74,2505,11.69,102.06,1151.2,5470,15.03,100.92,2195.06,12891,8.55,100.69
2014-08-10,262.02,7073,10.42,100.69,384.62,2445,12.97,100.82,405.47,1691,27.65,99.59,992.51,9694,12.41,99.78,961.84,7180,12.14,99.95,1579.69,19512,8.66,100.51,778.78,2521,11.39,102.06,1161.64,5506,15.06,100.96,2117.68,12888,8.21,100.67
2014-08-17,265.88,7099,10.58,100.7,392.43,2450,13.2,100.8,423.07,1686,28.94,99.58,1008.03,9751,12.65,99.81,961.58,7479,12.2,99.96,1590.13,19503,8.73,100.5,804.22,2545,11.69,102.11,1166.17,5505,15.2,100.94,2155.63,12877,8.37,100.7
2014-08-24,264.26,7128,10.54,100.7,376.98,2462,12.63,100.79,410.56,1729,27.62,99.57,1013.61,9717,12.81,99.81,950.5,7098,12.17,99.99,1592.88,19342,8.77,100.49,796.76,2550,11.56,102.13,1178.15,5567,15.18,100.94,2132.82,13846,8.29,100.69
2014-08-31,265.41,7069,10.68,100.7,389.44,2459,13.08,100.78,421.7,1703,28.68,99.62,996.72,9665,12.54,99.84,938.53,6991,12.2,99.95,1588.63,18966,8.89,100.5,808.74,2554,11.71,102.13,1189.47,5567,15.32,100.92,2165.16,13852,8.42,100.71
2014-09-07,262.09,7058,10.55,100.7,391.44,2511,12.89,100.77,420.02,1869,26.11,99.62,1008.29,9738,12.73,99.9,931.48,7189,11.8,99.97,1537.51,18646,8.78,100.5,815.87,2553,11.83,102.13,1207.43,5691,15.15,100.91,2085.97,13782,8.11,100.67
2014-09-14,261.39,7029,10.59,100.7,387.93,3116,13.93,100.76,409.95,1885,25.26,99.55,1013.02,9711,12.97,99.97,933.65,6881,11.23,99.97,1540.48,18869,8.87,100.51,807.16,2553,11.72,102.13,1193.41,5636,15.11,100.91,2087.02,16156,7.83,100.67
2014-09-21,262.31,7096,10.53,100.7,394.28,3086,14.28,100.78,419.14,1869,26.18,99.58,1004.96,9717,12.86,100,948.4,6774,11.54,99.99,1572.18,18643,9.09,100.53,800.26,2560,11.61,102.14,1234.29,6428,13.72,100.92,2006.09,16125,7.53,100.54
2014-09-28,258.33,6969,10.58,100.69,387.94,3086,14.04,100.76,409.8,1819,26.52,99.56,976.04,9762,12.19,100,911.5,6707,11.19,99.98,1590.4,17735,9.53,100.57,776.7,2560,11.28,102.09,1241.5,6434,13.83,100.93,1972.32,16109,7.4,100.51
2014-10-05,250.06,7014,10.19,100.68,368.9,3119,13.3,100.71,384.41,2001,22.76,99.47,927.27,9922,11.31,99.98,844.53,6649,10.3,99.91,1542.25,17320,9.43,100.57,760.48,2561,11.06,102.1,1244.94,6962,12.86,100.94,1917.12,16187,7.15,100.45
2014-10-12,245.06,6939,10.09,100.67,363.05,3086,13.27,100.68,378.48,1992,22.32,99.47,917.02,9459,11.23,99.98,823.76,6574,10.16,99.85,1474.35,16787,9.38,100.54,760.82,2552,11.1,102.1,1215.24,7210,12.16,100.96,1924.19,16075,7.22,100.46
2014-10-19,239.84,6931,9.88,100.66,348.31,3068,12.79,100.64,372.73,1885,23.25,99.47,930.27,9468,11.44,100,806.77,6469,10.1,99.83,1461.23,16774,9.25,100.53,751.22,2563,10.91,102.11,1186.1,7342,11.71,100.93,1818.83,15961,6.87,100.46
2014-10-26,242.91,6871,10.05,100.74,348.11,2998,13.09,100.61,365.05,1852,23.11,99.45,935.02,8092,11.55,99.98,766.63,6268,9.87,99.79,1502.77,16882,9.44,100.53,752.76,2561,10.94,102.12,1209.8,7368,11.9,101.42,1883.03,15801,7.21,100.47
2014-11-02,250.45,6832,10.35,100.74,351.04,2906,13.53,100.6,370.41,1585,26.77,99.32,921.71,8060,11.41,99.93,803.71,6135,10.61,99.74,1545.41,17009,10,100.58,794.33,2567,11.48,102.13,1200.9,7423,11.68,101.42,1857,15665,7.19,100.44
2014-11-09,247.39,6903,10.11,100.74,353.27,2960,13.38,100.57,377.74,1859,23.26,99.29,926.11,8181,11.18,99.94,781.01,6121,10.05,99.74,1536.54,16685,10,100.58,789.06,2564,11.48,102.14,1201.9,7913,10.97,101.41,1808.94,15763,6.91,100.47
2014-11-16,248.18,6943,10.08,100.73,349.52,2948,13.33,100.47,394.27,1867,24.41,99.25,923.22,8148,11.09,99.94,812.74,6076,10.57,99.73,1555.44,16661,10.03,100.58,776.73,2574,11.3,102.13,1179.6,8260,10.16,101.41,1859.76,15728,7.15,100.47
2014-11-23,249.9,6991,10.17,100.74,342.32,2948,13.1,100.42,389.46,1740,26.09,99.27,927.66,8070,11.3,99.93,836.93,6055,10.93,99.82,1561.76,16717,10.15,100.6,779.05,2637,11.34,102.12,1209.9,8246,10.43,101.42,1830.44,15718,7.02,100.44
2014-11-30,253.7,6922,10.32,100.73,340.21,2909,13.19,100.33,374.76,1689,26,99.15,927.77,8057,11.36,99.91,827.79,6077,10.86,99.73,1585.03,16815,10.41,100.62,780.54,2643,11.32,102.11,1221.55,8235,10.57,101.48,1875.97,14240,7.29,100.41
2014-12-07,254.24,7073,10.15,100.73,332.94,2984,12.55,100.29,377.77,2050,21.63,99.13,926.36,8646,11.06,99.89,825.29,6363,10.47,99.74,1585.23,16860,10.46,100.64,777.01,2644,11.27,102.1,1204.92,8689,9.91,101.46,1918,14302,7.42,100.45
2014-12-14,246.44,7049,9.87,100.73,308.42,2980,11.72,100.26,362.14,2008,21.12,99.08,894.76,8718,10.48,99.86,781.04,6302,10,99.72,1553.73,16853,10.28,100.63,757.99,2638,11.02,102.12,1168.41,8585,9.71,101.47,1848.03,14268,7.16,100.46
2014-12-21,247.96,7079,9.88,100.75,310.15,2960,11.83,100.26,376.51,2050,21.61,99.15,898.76,8743,10.48,99.87,813.82,6329,10.38,99.71,1572.76,16853,10.51,100.67,748.65,2631,10.89,102.11,1164.69,8801,9.41,101.49,1805.09,14260,7.01,100.45
2014-12-28,250.05,7082,9.96,100.78,314.14,2948,12.05,100.26,369.04,2066,21.03,99.14,913.8,8766,10.58,99.89,824.27,6349,10.47,99.75,1570.12,16862,10.59,100.73,758.17,2630,11.07,102.13,1160.07,8786,9.39,101.51,1840.9,14279,7.14,100.47
2015-01-04,244.79,6968,9.69,100.76,307.05,2952,11.6,100.19,366.21,2051,20.04,99.06,911.01,8629,10.39,99.92,792.94,6259,9.99,99.71,1562.76,16807,10.37,100.72,718.11,2576,10.27,102.1,1146.03,8677,9.43,101.51,1796.73,14307,6.94,100.44
2015-01-11,246.05,6963,9.73,100.78,305.29,2893,11.76,100.18,354.12,2068,19.24,99.07,931.58,8546,10.76,99.98,788.54,6184,10.03,99.74,1601.11,17042,10.29,100.75,731.51,2571,10.47,102.11,1131.55,8595,9.39,101.51,1823.87,14222,7.09,100.47
2015-01-18,242.22,6930,9.61,100.74,290.32,2806,11.61,100.05,326.58,2016,17.83,99,921.6,8575,10.46,99.95,779.29,6130,10,99.7,1590.65,17077,10.24,100.69,699.42,2552,10.05,102.08,1138.63,8540,9.49,101.5,1811.05,14152,7.04,100.44
2015-01-25,250.32,6905,9.96,100.73,299.26,2726,12.29,99.94,340.14,2022,18.3,98.93,938.51,8573,10.61,99.93,834.03,6105,10.75,99.76,1623.1,17215,10.51,100.68,730.5,2541,10.61,102.13,1191.58,8547,9.92,101.54,1799.75,13863,7.11,100.39
2015-02-01,249.88,6917,9.96,100.72,310.91,2564,13.56,99.96,363.73,1889,21.02,98.92,921.92,8621,10.06,99.68,860.57,6166,11.02,99.83,1602.55,17656,10.12,100.66,721.06,2523,10.55,102.11,1208.17,8571,10.09,101.57,1792.62,13659,7.2,100.4
2015-02-08,250.16,6941,9.95,100.81,318.03,2560,13.96,99.97,372.28,1919,21.16,101.41,928.2,8602,10.26,99.69,891.67,6282,11.19,99.91,1591.46,17945,9.95,100.64,711.95,2519,10.46,102.11,1209.36,8416,10.32,101.57,1761.29,13661,7.07,100.28
2015-02-15,249.76,6957,9.94,100.83,317.04,2562,13.91,100,369.88,1928,20.93,101.37,921.79,9077,10.22,99.7,905.11,6210,11.5,99.98,1579.22,18000,9.85,100.65,700.54,2511,10.31,102.08,1246.91,8467,10.59,101.6,1742.14,13620,7.01,100.29
2015-02-22,250.37,6959,9.96,100.83,324.3,2551,14.26,100.07,368.45,1914,20.98,101.34,923.55,9102,10.25,99.7,903.02,6164,11.54,100.02,1572.72,17997,9.89,100.65,697.21,2502,10.28,102.08,1234.28,8559,10.44,101.6,1765.16,13621,7.09,100.33
2015-03-01,251.46,6943,10.03,100.82,345.27,2527,15.27,100.05,377.18,1905,21.33,101.37,932.57,9027,10.37,99.65,941.02,6137,12.1,100.02,1565.62,17983,9.8,100.65,704.38,2485,10.45,102.07,1227.22,8561,10.41,101.59,1768.41,13620,7.1,100.26
2015-03-08,255.96,6971,10.13,100.83,346.74,2584,15.04,100.02,380.68,2119,19.35,101.35,944.53,8684,10.45,99.61,951.22,6174,12.17,100.1,1587.81,18179,10.05,100.67,685.42,2510,10.13,102.01,1223.46,8404,10.54,101.61,1831.29,13653,7.34,100.32
2015-03-15,252.18,7141,10.22,100.84,330.57,2577,14.34,99.98,364.88,2116,18.75,101.29,928.34,10671,10.06,99.64,920.9,6313,11.76,100.08,1551.04,18745,10.27,100.69,677.79,2509,9.99,101.98,1216.83,8526,10.33,101.66,1792.13,13829,8.11,100.31
2015-03-22,258.7,7144,10.49,100.84,336.91,2575,14.64,99.96,378.29,2112,19.46,101.32,933.83,10602,9.99,99.55,931.32,6252,12,100.09,1595.18,18865,10.39,100.71,709.99,2512,10.41,102,1285.92,8516,10.97,101.65,1826.14,13724,8.28,100.28
2015-03-29,255.54,7166,10.34,100.83,338.1,2578,14.61,99.94,369.59,2106,19.23,101.3,964.49,10583,10.21,99.53,931.53,6210,12.09,100.13,1579.87,19048,10.09,100.68,698.87,2510,10.29,102.01,1302.23,8513,11.1,101.65,1771.68,13743,8.01,100.27
2015-04-05,256.75,7240,10.31,100.83,340.19,2607,14.54,99.97,372.89,2178,19.02,101.39,960.69,10824,9.9,99.54,959.76,6488,11.93,100.18,1557.31,19448,9.86,100.67,711.09,2536,10.39,102.05,1317.92,8369,11.46,101.64,1775.57,13670,8.02,100.26
2015-04-12,261.95,7333,10.43,100.86,350.72,2599,14.97,99.97,392.64,2224,19.68,101.49,988.21,13021,10.25,99.56,1027.83,6645,12.47,100.23,1564.67,19959,9.8,100.68,710.56,2534,10.43,102.09,1332.26,8371,11.58,101.68,1772.56,13479,8.13,100.28
2015-04-19,268.28,7408,10.73,100.87,371.07,2634,15.59,99.97,399.56,2959,20.05,101.45,997.43,9824,10.88,99.54,1052.05,6810,12.45,100.22,1578.64,19955,9.73,100.68,756.69,2524,11.14,102.13,1402.46,8394,12.18,101.69,1846.63,13376,8.56,100.32
2015-04-26,271.05,7434,10.83,100.88,358.44,2622,15.2,99.85,401.82,2950,20.21,101.4,1017.9,9548,11.45,99.63,1110.86,6928,12.99,100.19,1590.09,20105,9.56,100.63,786.71,2552,11.46,102.21,1408.57,8482,12.09,101.72,1909.17,13251,8.97,100.43
2015-05-03,266.42,7294,10.65,100.88,347.92,2573,15.13,99.86,397.71,2156,20.56,101.36,1016.71,9556,11.35,99.6,1100.47,7373,12.07,100.22,1557.43,19869,9.57,100.64,768.75,2580,11.07,102.24,1399.63,8544,11.96,101.7,1828.85,13149,8.66,100.39
2015-05-10,260.81,7341,10.36,100.86,341.19,2614,14.56,99.84,388.8,2217,19.54,101.31,1017.64,9613,11.45,99.61,1078.94,7607,11.46,100.22,1511.85,20081,9.1,100.62,757.68,2592,10.88,102.25,1375.03,8421,11.93,101.63,1829.33,13192,8.58,100.41
2015-05-17,261.33,7369,10.34,100.9,338.9,2608,14.5,99.73,390.36,2149,20.12,101.26,1018.17,8365,11.24,99.57,1062.11,7899,11.21,100.16,1513.8,20087,9.04,100.61,765.92,2617,10.91,102.68,1422.19,8743,11.98,101.65,1819.9,13155,8.6,100.39
2015-05-24,266.03,7346,10.57,100.93,340.11,2606,14.58,99.79,397.51,1987,22.18,101.36,1021.17,7940,11.82,99.58,1094.02,7925,11.53,100.28,1545.69,20086,9.2,100.65,775.45,2625,11.05,102.7,1468.51,8761,12.34,101.64,1836.3,13141,8.7,100.41
2015-05-31,260.39,7338,10.37,100.94,341.67,2600,14.6,99.83,379.37,2007,21.06,101.33,1013.44,7968,11.62,99.65,1051.12,7950,11.04,100.29,1558.14,20085,9.16,100.68,751.7,2629,10.69,102.72,1415.36,8663,11.88,101.61,1815.09,13118,8.7,100.43
2015-06-07,254.94,7364,10.1,100.95,355.08,2647,14.64,100.03,367.06,1985,20.53,101.27,967.6,8215,10.71,99.61,1072.19,8155,10.95,100.27,1512.77,20180,9.05,100.68,720.2,2647,10.18,102.69,1382.93,8482,11.85,101.61,1694.74,13174,8.12,100.46
2015-06-14,251.66,7292,10.13,100.93,343.01,2636,14.3,99.94,359.08,1828,21.03,101.18,981.32,8184,10.82,99.55,1095.99,8307,10.99,100.25,1473.65,19886,8.86,100.68,727.11,2651,10.25,102.65,1385.85,8495,12.03,101.6,1687,13176,8.36,100.43
2015-06-21,249.84,7257,10.12,100.92,331.48,2632,13.9,99.91,353.45,1814,20.83,101.18,974.03,8112,10.57,99.55,1158.19,8293,11.62,100.31,1458.17,19723,8.85,100.69,706.01,2647,9.99,102.64,1412.32,8493,12.33,101.57,1635.32,13096,8.14,100.38
2015-06-28,254.48,7200,10.39,100.92,343.55,2618,14.42,99.9,363.36,1784,21.72,101.18,998.75,7987,11.07,99.55,1150.76,8297,11.55,100.33,1453.06,19380,9.02,100.66,737.4,2642,10.48,102.66,1447.63,8510,12.63,101.58,1676.11,13045,8.36,100.38
2015-07-05,254.66,7122,10.54,100.91,348.48,2663,14.35,99.9,365.34,1892,20.46,101.15,996.77,7606,11.1,99.53,1154.26,8333,11.46,100.36,1434.8,18976,9.13,100.64,718.85,2656,10.18,102.65,1491,8291,13.4,101.59,1690.19,12951,8.54,100.39
2015-07-12,246.83,7063,10.31,100.89,339.35,2643,14.06,99.86,358.97,1817,20.96,101.14,956.45,7944,10.68,99.49,1097.2,8574,10.64,100.41,1404.75,18527,9.22,100.63,695.56,2679,9.75,102.63,1437.68,8325,12.81,101.58,1610.47,12629,8.37,100.29
2015-07-19,250.23,7027,10.53,100.86,375.29,2716,13.23,99.94,315.36,1117,19.51,100.89,949.08,8491,11.32,99.42,1123.04,8644,10.92,100.44,1429.64,18400,9.55,100.66,696.92,2690,9.74,102.58,1475.2,8519,12.22,101.59,1607.11,12475,8.43,100.2
2015-07-26,244.91,6996,10.38,100.82,335.6,2699,11.95,99.46,291.92,1040,19.45,100.69,916.75,8426,11.03,99.4,1078.33,8781,10.35,100.42,1386.37,18212,9.25,100.64,678.48,2717,9.38,102.52,1470.41,8492,12.24,101.58,1682.26,12425,8.78,100.2
2015-08-02,244.3,6853,10.57,100.82,333.37,2624,12.15,99.46,290.87,-302,-66.61,100.59,901.99,8371,11.05,99.39,1048.12,9132,9.64,100.39,1323.86,17868,9.09,100.6,712.84,2733,9.78,102.57,1519.36,8480,12.61,101.65,1734.51,12335,9.09,100.19
2015-08-09,239.79,6943,10.21,100.8,320.36,2665,11.48,99.37,285.16,-81,-248.07,100.53,884.66,8583,10.52,99.38,1016.89,8386,9.48,100.37,1290.67,18442,8.51,100.58,706.52,2753,9.6,102.56,1540.65,8651,12.6,101.67,1688.01,12454,8.84,100.17
2015-08-16,237.32,6925,10.13,100.8,307.42,2661,10.98,99.41,276.64,-87,-224.04,100.48,885.53,8579,10.51,99.36,994.71,8416,9.32,100.42,1301.66,18304,8.61,100.57,691.35,2753,9.39,102.51,1493.52,8663,12.19,101.67,1704.03,12453,8.92,100.19
2015-08-23,227.14,6919,9.76,100.83,276.65,2663,10.02,99.54,239.38,-208,-81.7,100.49,834.21,8731,9.83,99.39,941.47,8459,8.76,100.47,1208.41,18227,8.38,100.56,687.24,2791,9.17,102.54,1444.28,8667,11.69,101.73,1665.51,12440,8.7,100.24
2015-08-30,232.35,6927,10.05,100.84,295.52,2793,10.88,99.59,257.75,-221,-82.87,100.52,864.83,8738,10.18,99.44,1006.65,8422,9.39,100.52,1260.77,18162,8.54,100.55,680.7,2794,9.1,102.56,1466.33,8774,11.95,101.71,1715.26,12457,9.06,100.24
2015-09-06,227.9,7036,9.74,100.82,279.57,2824,10.24,99.54,252.48,98,183.59,100.56,836.93,9002,9.58,99.43,948.12,8537,8.73,100.49,1252.42,18209,8.67,100.57,655.95,2798,8.75,102.55,1392.81,8570,11.62,101.66,1705.53,12794,8.81,100.23
2015-09-13,233.74,7044,10.05,100.81,300.84,2820,10.96,99.58,281.35,47,423.52,100.58,884.53,11897,9.52,99.39,989.04,8617,9.06,100.5,1270.59,17853,8.87,100.54,671.71,2802,8.95,102.54,1442.87,8584,12.05,101.65,1756.45,12743,9.08,100.23
2015-09-20,241.12,7048,10.45,100.82,314.66,2814,11.48,99.62,291.66,50,419.54,100.53,888.68,12549,9.79,99.35,1049.76,8583,9.62,100.51,1316.08,17745,9.37,100.55,681.94,2805,9.09,102.47,1461.65,8647,12.11,101.7,1794.88,12817,9.65,100.22
2015-09-27,233.79,7028,10.16,100.8,300.62,2815,11.02,99.62,273.88,40,485.77,100.51,845.44,12555,9.16,99.28,1029.61,8569,9.42,100.51,1271.85,17664,8.95,100.52,670.6,2801,8.94,102.45,1453.28,8597,12.09,101.69,1764.36,12815,9.45,100.24
2015-10-04,237.15,7024,10.33,100.79,298.73,2855,10.79,99.56,263.84,379,49.38,100.32,841.75,12792,8.89,99.16,1055.63,8601,9.6,100.49,1297.39,17454,9.19,100.51,677.47,2817,9,102.43,1484.43,8354,12.73,101.68,1813.48,12881,9.66,100.25
2015-10-11,246.02,7054,10.62,100.81,314.17,2849,11.32,99.66,277.57,357,55.17,100.45,881.47,12453,9.71,99.29,1108.64,8599,10.06,100.5,1377.73,17765,9.87,100.56,682.66,2809,9.09,102.43,1472.89,8338,12.63,101.65,1800,12929,9.56,100.26
2015-10-18,247.37,7049,10.69,100.8,319.86,2842,11.56,99.66,286.22,333,61.46,100.42,895.32,11987,10.32,99.31,1101.37,8621,10.03,100.52,1378.65,17794,9.84,100.53,703.66,2820,9.34,102.46,1482.66,8418,12.6,101.67,1789.05,12890,9.52,100.22
2015-10-25,249.41,6951,10.89,100.83,309.48,2659,12.07,99.57,276.4,256,76.72,100.38,883.09,10330,10.93,99.34,1125.98,8599,10.23,100.6,1370.73,17494,10.09,100.55,729.24,2819,9.67,102.51,1474.46,8424,12.49,101.68,1791.23,12807,9.56,100.24
2015-11-01,249.41,6890,10.68,100.82,280.21,2600,11.24,99.53,276.4,10,2013.98,100.41,840.45,10333,10.41,99.28,1108.37,9035,9.88,100.52,1359.82,17260,10.45,100.54,718.71,2832,9.5,102.54,1457.79,8443,12.35,101.64,1785.91,12442,8.29,100.27
2015-11-08,250.25,7037,10.8,100.79,279.09,2729,10.79,99.46,275.41,450,43.34,100.4,838.41,10762,9.98,99.23,1112.26,9171,9.77,100.5,1372.45,17345,10.31,100.49,715.02,2828,9.45,102.54,1452.97,8483,12.27,101.63,1827.45,12996,9.58,100.26
2015-11-15,242.71,7007,10.51,100.77,265.2,2746,10.2,99.45,267.48,446,42.44,100.37,797.38,10594,9.57,99.2,1067.75,9116,9.42,100.51,1344.19,17311,10.06,100.48,697.6,2811,9.27,102.52,1412.21,8420,11.98,101.63,1766.93,12950,9.3,100.21
2015-11-22,244.8,7014,10.65,100.77,274.5,2835,10.78,99.49,270.79,298,64.14,100.42,802.89,10461,9.74,99.19,1146.33,9165,9.99,100.56,1379.89,17286,10.17,100.47,682.31,2804,9.13,102.5,1441.46,8409,12.23,101.63,1759.68,12965,9.25,100.19
2015-11-29,249.07,6965,10.86,100.77,274.65,2819,10.86,99.48,274.83,275,70.51,100.44,811.49,8208,10.01,99.19,1170.2,9147,10.18,100.58,1427.52,17244,10.55,100.44,685.95,2801,9.2,102.5,1472.12,8431,12.49,101.65,1751.41,12989,9.25,100.21
2015-12-06,242.15,6941,10.6,100.74,263.76,2981,9.87,99.46,268.35,773,24.49,100.45,809.45,8286,9.92,99.16,1144.45,9153,9.94,100.56,1383.9,17103,10.25,100.4,664.37,2790,8.99,102.47,1440.67,8166,12.59,101.62,1722.55,12901,9.15,100.2
2015-12-13,240.35,6935,10.52,100.73,249.87,2988,9.31,99.41,255.19,776,23.37,100.44,795.97,8278,9.78,99.13,1143.06,9167,9.89,100.6,1379.75,16986,10.35,100.38,662.15,2791,8.96,102.46,1436.88,8197,12.51,101.62,1696.76,12953,9.01,100.19
2015-12-20,243,6896,10.66,100.73,251.67,2899,9.16,99.39,254.6,775,23.31,100.43,800.12,8269,9.78,99.13,1174.34,9208,10.12,100.62,1375.94,16947,10.34,100.36,665.65,2786,9.07,102.44,1453.62,8200,12.69,101.63,1765.47,12895,9.4,100.22
2015-12-27,245.33,6870,10.8,100.76,254.67,2895,9.29,99.43,256.52,769,23.72,100.48,830.05,8201,10.36,99.18,1199.23,9220,10.34,100.66,1389.23,16770,10.52,100.38,675.35,2787,9.2,102.45,1470.58,8205,12.82,101.65,1751.56,12886,9.33,100.26
2016-01-03,240.38,6868,10.59,100.73,263.77,2891,9.15,99.37,245.93,768,22.69,100.39,793.22,8186,9.87,99.07,1171.64,9232,10.15,100.63,1366.22,16738,10.35,100.35,655.25,2787,8.92,102.42,1449.62,8207,12.68,101.64,1705.15,12906,9.07,100.22
2016-01-10,233.68,6768,10.26,100.72,250.88,2687,8.65,99.4,229.57,753,20.22,100.33,774.82,7999,9.76,99.1,1179.41,9219,10.22,100.7,1321.76,16859,9.77,100.32,632.88,2747,8.54,102.39,1451.65,8268,12.61,101.66,1648.45,12913,8.8,100.21
2016-01-17,228.78,6661,10.23,100.7,259.47,2643,9,99.39,218.84,714,20.89,100.21,733.96,7563,9.83,99.11,1139.76,9190,9.91,100.64,1292.09,16508,9.72,100.31,612.84,2729,8.36,102.34,1424.12,8278,12.36,101.65,1659.37,12617,9.06,100.18
2016-01-24,228.79,6636,10.28,100.71,255.52,2633,9.06,99.4,219.67,669,22.42,100.28,716.87,7340,9.94,99.17,1130.65,9182,9.82,100.64,1297.79,16406,9.95,100.34,597.02,2716,8.18,102.36,1398.85,8390,12.07,101.64,1671.83,12590,9.19,100.2
2016-01-31,232.1,6427,10.75,100.72,277,2594,9.88,99.49,231.22,702,22.59,100.24,758.78,7142,10.99,99.22,1132.45,9203,9.87,100.66,1272.85,15025,10.56,100.39,627.4,2723,8.62,102.39,1450.79,8562,12.29,101.66,1676.78,12120,9.58,100.12
2016-02-07,233.3,6450,10.75,100.78,277.58,2621,9.97,99.54,233.45,714,22.44,100.43,780.26,7220,11.15,100.47,1177.98,9394,10.06,100.68,1268,14880,10.69,100.39,637.66,2735,8.77,102.46,1434.21,8662,11.94,101.62,1674.9,12154,9.55,100.14
2016-02-14,224.98,6450,10.35,100.8,265.77,2615,9.55,99.62,225.74,705,22.06,100.51,767.1,7220,10.97,100.52,1090.02,9369,9.29,100.66,1218.23,14886,10.3,100.4,612.79,2732,8.45,102.46,1379.04,8673,11.41,101.62,1666.1,12161,9.45,100.21
2016-02-21,235.27,6436,10.83,100.81,279.23,2610,10.03,99.61,243.68,778,21.64,100.55,813.28,7184,11.79,100.53,1185.23,9313,10.16,100.76,1283.33,14853,10.87,100.38,629.34,2736,8.63,102.43,1401.73,8650,11.62,101.65,1736.92,12194,9.84,100.24
2016-02-28,235.22,6431,10.87,100.85,266.33,2613,10.34,99.58,250.35,809,21.31,100.63,821.12,7023,12.13,100.51,1189.5,9404,10.18,100.75,1297.41,14867,10.84,100.36,626.03,2733,8.62,102.43,1429.62,8644,11.87,101.67,1732.09,12116,9.87,100.47
2016-03-06,239.74,6518,10.95,100.85,276.45,2667,10.53,99.61,276.32,784,24.24,100.93,865.41,9513,11.93,100.59,1216.22,9626,10.17,100.68,1321.04,14898,11.08,100.34,647.25,2731,8.91,102.51,1409.84,8547,11.72,101.63,1722.09,12143,9.76,100.47
2016-03-13,241.97,6654,11.01,100.85,277.07,2662,10.55,99.52,287.74,814,24.26,100.98,886.82,10385,12.13,100.6,1232.14,9675,10.26,100.66,1333.86,14866,11.3,100.35,648.96,2717,8.93,102.52,1409.95,8564,11.67,101.61,1730.75,12123,9.84,100.48
2016-03-20,244.63,6712,11.09,100.84,277.86,2726,10.74,99.56,277.66,819,23.23,101.01,889.21,10395,12.07,100.68,1269.39,9779,10.46,100.64,1331.09,14857,11.39,100.34,665.21,2708,9.19,102.51,1445.84,8605,11.93,101.6,1725.44,12277,9.67,100.46
2016-03-27,243.79,6658,11.06,100.84,288.32,2665,10.89,99.56,263.54,836,21.56,100.98,864.33,9592,11.67,100.68,1293.13,9878,10.57,100.71,1312.63,14720,11.47,100.3,654.31,2708,9.07,102.49,1433.06,8557,11.88,101.61,1732.43,12259,9.7,100.45
2016-04-03,242.36,6765,10.83,100.81,286.26,2693,10.72,99.48,269.99,909,20.25,100.98,874.4,9741,11.56,100.64,1303.64,10046,10.48,100.65,1305.76,15056,11.14,100.26,655.87,2724,9.07,102.46,1426.38,8702,11.58,101.66,1682.81,12358,9.36,100.38
2016-04-10,241.77,6814,10.74,100.8,286.46,2698,10.68,99.47,271.04,905,20.5,101.01,907.14,9932,11.88,100.63,1307.64,10353,10.19,100.64,1305.68,15302,10.82,100.24,647.08,2724,8.95,102.43,1445.29,8739,11.72,101.67,1661.17,12307,9.3,100.34
2016-04-17,248.53,6827,11,100.81,295.54,2659,11.17,99.45,298.74,933,21.85,101.07,965.31,9982,12.55,100.66,1323.29,10459,10.18,100.59,1329,15288,11.16,100.24,678.58,2736,9.32,102.48,1445.49,8778,11.65,101.69,1712.6,12272,9.62,100.38
